English
"Egypt"
"Egypt (?)"
"Egypt or Iran"
"Egypt or Levant"
"Egypt or Syria (?)"
"Equateur District"
"Equatorial Africa"
"Erub Island"
"Espiritu Santo Island"
"Eurasian steppes"
"Eurasian steppes (?)"
"Eurasian steppes, Dniepr region"
"Fayum"
"Fayum Entrance Area"
"Fayum entrance area"
"Fayum, near Qasr el-Sagha"
"Flanders"
"Flores"
"Flores Island"
"Folona region"
"Frederik Hendrik Island"
"From the Cistercian abbey at Bonnefont-en-Commin"
"Gambier Islands"
"Gilbert Islands"
"Gimbala region"
"Goa"
"Goaribari Island"
"Goundam district"
"Grande Terre"
"Grassfields"
"Grassfields Region"
"Grassfields region"
"Great Kabylie region"
"Great Plains"
"Greater Antilles"
"Greece"
"Greece or Italy"
"Guinea Coast"
"Gujarat"
"Gujarat or Sind"
"Ha'apai Islands"
"Hapao region"
"Highlands"
"Highlands (?)"
"Highlands region"
"Hunstein Mountains"
"Iban (Dayak)"
"Iberian Peninsula"
"Ica Valley"
"Indus Region"
"Indus Valley"
"Indus region"
"Indus region or eastern Iran"
"Iran"
"Iran (?)"
"Iran or Central Asia"
"Iran or Mesopotamia"
"Iran or Northern Mesopotamia"
"Iran or Syria"
"Iran, Luristan"
"Iran, probably from Luristan"
"Ireli (?)"
"Island of Lamu"
"Java"
"Java (?)"
"Java or Bali (?)"
"Java or Sumatra"
"Jazira"
"Jos Plateau"
"Kabylie"
"Kafiristan"
"Kaniet Islands"
"Kapuas Basin"
"Kashmir"
"Kashmir, Punjab or Rajasthan"
"Kathiawar"
"Kazakh"
"Kharga Oasis"
"Khurasan"
"Khurasan or Herat"
"Kimberley region"
"King William Island"
"Kisar Island"
"Kongo District"
"Kupuas Basin"
"Kurdistan"
"Kush"
"Kwahu traditional area"
"Lake Constance"
"Lake Tai"
"Lake Tanganyika region"
"Lampung"
"Lasta region"
"Lau Islands"
"Lembata Island"
"Lesser Sunda Islands"
"Leti Islands"
"Leti or Kai Islands"
"Levant"
"Levant (?)"
"Levant (?) or Iran (?)"
"Levant or Egypt"
"Levant or Mesopotamia"
"Levant or Mesopotamia (?)"
"Levant or Syria"
"Levant or Syria or Anatolia"
"Lifou Island (?)"
"Lombardy"
"Lombardy, possibly Cremona"
"Lombok Island"
"Lorraine"
"Lower Austria"
"Lower Congo region"
"Lower Egypt"
"Lower Egypt: Eastern Delta"
"Lower Guinea"
"Lower Nubia"
"Lower Rhineland"
"Lower or Middle Rhine"
"Luika River region"
"Lurs tribal region"
"Luzon (?)"
"Luzon Island"
"Lydia"
"Mabuiag Island"
"Mackenzie Delta"
"Makira Island"
"Malaita Island"
"Malakula"
"Manam Island"
"Mandak-Barak area"
"Marajo"
"Massim region"
"Mato Grosso"
"Mbem area"
"Mediterranean"
"Melville Island"
"Melville Island (?)"
"Melville Peninsula"
"Melville or Bathurst Island"
"Memphite Area"
"Memphite Region"
"Memphite Region or Delta"
"Memphite region"
"Menabe region"
"Mendi region"
"Mensuat region (?)"
"Mer Island"
"Mesoamerica"
"Mesopotamia"
"Mesopotamia or Iran"
"Mesopotamia or Syria"
"Mesopotamia or Syria (?)"
"Mesopotamia or Syria or Anatolia (?)"
"Mesopotamia or Syria or Cyprus (?)"
"Mesopotamia or eastern Iran"
"Mesopotamia or southwestern Iran"
"Mesopotamia or western Iran"
"Mesopotamia, Diyala region"
"Mid-Atlantic"
"Mid-Atlantic "
"Mid-Atlantic  United States"
"Mid-Atlantic United States"
"Mid-West"
"Middle Benue region"
"Middle Cauca Valley and Central Cordillera"
"Middle East"
"Middle Egypt"
"Middle Magdalena River"
"Middle Rhine"
"Middle Sepik"
"Midi-Pyrénées"
"Midwest"
"Mindanao Island"
"Mokumanamana (Necker) Island, Marae 12"
"Mongolia or southern Siberia"
"Mughan Plain, Shahsevan tribe"
"Mughan region"
"Murik Lakes (?)"
"Murik Lakes region"
"Murik Lakes region (?)"
"Mussau Islands"
"Nambe River"
"Nasca Valley (?)"
"New Britain"
"New England"
"New England "
"New Georgia Island"
"New Georgia Island (?)"
"New Georgia Island possibly"
"New Guinea"
"New Ireland"
"Nias Island"
"Nicobar Islands"
"Nicoya Peninsula"
"Niger River Region"
"Nissan Island"
"North"
"North Africa"
"North Cameroon"
"North Coast"
"North Island"
"North Region"
"North Sumatra"
"Northeast"
"Northeastern Iran"
"Northeastern Zimbabwe or Northwestern Mozambique"
"Northern Africa"
"Northern Algeria"
"Northern Black Sea region"
"Northern Deccan"
"Northern France"
"Northern Iran"
"Northern Mesopotamia"
"Northern Mesopotamia or Syria"
"Northern Mesopotamia, Syria or southwestern Iran"
"Northern New Ireland"
"Northern Oyo"
"Northern Syria"
"Northern Syria (?)"
"Northern Syria or Anatolia (?)"
"Northern Syria or eastern Anatolia"
"Northern Syria or northern Mesopotamia"
"Northern Syria or southeastern Anatolia"
"Northern Syria, Mesopotamia or southwestern Iran"
"Northern Syria, Mesopotamia or western Iran"
"Northern Upper Egypt"
"Northern region"
"Northwest"
"Northwest Argentina"
"Northwestern Anatolia"
"Northwestern Angola"
"Northwestern Europe"
"Northwestern Iran"
"Northwestern Iran, Caspian region"
"Norton Sound"
"Nubia"
"Nubia?"
"Nuku Hiva"
"Nusa Tengarra"
"Nusa Tenggara"
"Nushagak Bay"
"Oaxaca valley"
"Ocucaje-South Coast"
"Onitsha region"
"Oriente region"
"Originally from Memphite Region"
"Orissa"
"Oromia Region"
"Ougadougou"
"Owo"
"Oxfordshire"
"Palencia"
"Pangi region"
"Pantar Island"
"Papua New Guinea"
"Papuan Gulf"
"Pentecost Island"
"Persian Gulf region or southern Iran"
"Phrygia"
"Phrygia or Lydia"
"Plains"
"Plains States"
"Playa Venado"
"Poitou-Charentes"
"Pool Department"
"Possibly Malaita Island"
"Possibly New Georgia or Guadalcanal Island"
"Prince Alexander Mountains"
"Prince of Wales Island"
"Probably from Gulf region"
"Punjab"
"Punjab or Kashmir"
"Punjab or Rajasthan"
"Pyrenees region (?)"
"Pyrénées-Aquintaine"
"Pyrénées-Aquintaine, France"
"Qashqa'i tribe"
"Qazvin"
"Qualicum Bay, Vancouver Island"
"Queen Charlotte Islands (?)"
"Queen Elizabeth Islands"
"Rajasthan"
"Rapa Nui (Easter Island)"
"Rennell Island"
"Reyhanli area"
"Rhineland"
"Rio Grande"
"River district"
"Roti Island"
"Saibai Island"
"San Blas Islands"
"San Miguel Island, Santa Barbara Channel"
"San Nicolas Islands"
"San Nicolas Islands, San Clemente, S. Rosa Isl."
"San Nicolas Islands, San Clemente, Santa Rosa"
"San Pedro de Atacama desert"
"Santa Ana Island"
"Santa Catalina or Santa Ana Island"
"Santa Cruz Islands"
"Santa Isabel Island"
"Sanwi traditional area"
"Sarawak"
"Savu Island"
"Scandinavia"
"Schouten Islands"
"Shabundu region"
"Shahsevan tribal region"
"Shahsevan tribe"
"Shahsevan tribe, Khamseh Region"
"Shahsevan tribe, Khamseh region"
"Shahsevan tribe, Mughan Plain"
"Shankadi region"
"Sheghan region"
"Shikoku Island"
"Shirvan"
"Sica Sica region"
"Sicily"
"Sinai"
"Society Islands"
"South"
"South Caucasus"
"South Coast"
"South India"
"South Sea Islands"
"South Sumatra"
"South Taranaki"
"South United States"
"South highlands"
"Southeast"
"Southeast Australia"
"Southeast Coast"
"Southeast region"
"Southeastern Anatolia or northwestern Syria"
"Southeastern Iran"
"Southern"
"Southern Africa"
"Southern Andes"
"Southern Europe"
"Southern Forest region"
"Southern Highlands"
"Southern India"
"Southern Levant"
"Southern Mesopotamia"
"Southern Region"
"Southern Region, near Episkopi"
"Southern Titicaca Basin (?)"
"Southern Upper Egypt"
"Southern region"
"Southwest"
"Southwest Malakula"
"Southwestern Anatolia"
"Southwestern Arabia"
"Southwestern Iran"
"Southwestern Iran (?)"
"Southwestern region"
"St. Lawrence Island"
"Standing Rock Reservation"
"Suau region"
"Sub-Sahara"
"Sulawesi"
"Sulawesi (?)"
"Sulawesi or Roti"
"Sulu Archipelago"
"Sulu Islands"
"Sumatra"
"Sumatra (?)"
"Sumba Island"
"Sumba Island (eastern region)"
"Sumba or Flores Island"
"Surigao region"
"Syria"
"Syria (?)"
"Syria or Anatolia"
"Syria or Anatolia (?)"
"Syria or Cyprus"
"Syria or Levant"
"Syria or Levant or Anatolia"
"Syria or Mesopotamia"
"Syria-Levant"
"Talamanca"
"Talamanca (?)"
"Tami Islands"
"Tami or Siassi Islands"
"Tana Toraja (?)"
"Tanimbar"
"Tanimbar Islands"
"Tautira region"
"Tehuacan Valley"
"Teke"
"Teke or Yomut"
"Teke tribe"
"Teotihuacan"
"The Dalles"
"Thrace"
"Tibet"
"Tigray region"
"Tikopia Island"
"Timor"
"Timor island"
"Tiquisate region"
"Tomman Island"
"Tonto Basin"
"Torres Strait"
"Transcaucasia"
"Transcaucasia or Iran"
"Trobriand Island"
"Trobriand Islands"
"Trobriands"
"Tuva or Buryatia"
"Twifo-Heman traditional area"
"Ukraine"
"Ular Island"
"Ulawa Island"
"Umboi or Siassi Island"
"Umbria"
"Upper Amazon"
"Upper Congo"
"Upper Egypt"
"Upper Egypt, Thebes"
"Upper Egypt, Thebes or Northern Upper Egypt"
"Upper Egypt: Thebes"
"Upper Egypt; Thebes"
"Upper Egypt; Thebes, and other places"
"Upper Guinea"
"Upper Korowari region"
"Upper Nubia"
"Upper Volta"
"Urama Island"
"Urartu"
"Vancouver Island"
"Venado Beach"
"Veracruz"
"Veramin"
"Visayas"
"Warm Springs Reservation"
"Washkuk Hill"
"Washkuk Hills"
"Washkuk Hills region"
"West"
"West Africa"
"West Coast"
"Western"
"Western Anatolia"
"Western Asia"
"Western Central Asia"
"Western China"
"Western Delta"
"Western Desert"
"Western Desert; Dakhla Oasis"
"Western Desert; Kharga Oasis"
"Western Grassfields"
"Western Grassfields region"
"Western Iran"
"Western Iran (?)"
"Western Islamic Lands"
"Western Kimberley"
"Western Kimberley region"
"Western Norway"
"Western Sumatra"
"Western Zambia"
"Western and Central Sudan"
"Western region"
"Whanganui region"
"White Mountain Reservation"
"Williams Island reportedly"
"Worcestershire"
"Wuvulu"
"Xassenge region"
"Yakutia or Tuva"
"Yomut"
"Yorkshire and the Humber"
"Yoruba"
"Yorubaland"
"Zambesi?"
"central Côte d'Ivoire"
"central or northern Côte d'Ivoire"
"central or southern Ghana"
"eastern or central Côte d'Ivoire"
"former Sidamo province"
"middle Cauca Valley and Central Cordillera"
"middle Cauca Valley and Central Cordillera or Caribbean Lowlands"
"near Kasai tributary of the Congo river"
"northeastern Côte d'Ivoire or northwestern Ghana"
"northeastern Queensland"
"northern"
"northern Cameroon"
"northern Côte d'Ivoire"
"northern Côte d'Ivoire or SW Burkina Faso"
"northern Côte d'Ivoire-southwestern Burkina Faso"
"northern Queensland"
"possibly Caucasus"
"possibly Eastern Mediterranean"
"possibly Karakalpak"
"possibly Kashmir"
"possibly Khurasan"
"possibly Meuse Valley"
"possibly Rajasthan"
"possibly San Jorge River Basin"
"possibly Senegambia region"
"possibly Teke"
"possibly Yomut"
"probably Central Asia"
"probably Deccan"
"probably Eastern Islamic Lands"
"probably Gujarat"
"probably Kashmir"
"probably Khurasan"
"probably North Africa"
"probably Northern Kashmir"
"probably Nubia"
"probably Rajasthan"
"probably Veneto"
"probably western Kimberley region"
"probably western Queensland"
"southeastern Mali or northern Côte d'Ivoire"
"southern Côte d'Ivoire"
"southern cliff"
"southern or central Côte d'Ivoire"
"southwestern Burkina Faso"
"sub-Sahara"
"unknown Outliers"
"western Côte d'Ivoire"
